,source,date_time,year,link,content,queryword
170,peopleschina,2015-06-09 00:00:00.000000,2015,http://en.people.cn/n/2015/0609/c98649-8904170.html,"Baidu will launch its self-driving car in the next half of this year, said Wang Jin, Senior Vice President of Baidu at the China Cloud Computing Services Summit recently. However, as Baidu does not produce car itself, it will work with a third party automobile manufacturer.
A series of technologies such as the big data, Baidu Map, artificial intelligence and Baidu Brain will be applied on the self-driving car.
Previously, in order to enhance the accuracy of Baudu Map, Baidu acquired a Finnish technology company.
In addition, based on computer technology and artificial intelligence, Baidu Brain can simulate the thinking mode of the human brain. With 20 billion parameters, Baidu Brain can store information and ""think"". So to speak, Baidu has been fully prepared in the field of unmanned driving.
In fact, the Google self-driving car has been through the road test. In the future, the comparison between the self-driving cars of Baidu and Google will probably be a hot topic.",'% artificial intelligence%'
171,peopleschina,2015-06-05 00:00:00.000000,2015,http://en.people.cn/n/2015/0605/c98649-8902908.html,"""With the release of Made in China 2025, the overall environment for 3D printing is improving fast, and prospects for the industry have never looked brighter."" Luo Jun, CEO of the world's 3D printing Technology Industry Alliance, said during the third World 3D Printing Technology Conference & Expo.
Held in Chengdu, capital city in southwest China's Sichuan province, from June 4 to 5, the conference focuses on the 3rd generation of 3D printing. More than 1,200 delegates from over 10 countries and regions are taking part. Luo Jun predicts that the number of professional visitors will exceed 30,000.
""The Chinese government has just issued Made in China 2025"", said Luo. ""This is a document that looks forward to the future of China's manufacturing industry in 2025. The overall environment for 3D printing is improving fast, and prospects for the industry have never looked brighter.""
He pointed out that the global value of 3D printing reached 30 billion yuan last year, and China accounted for 10 percent of this total. In recent years China's government has placed 3D printing, together with robotics and artificial intelligence, at the forefront of technological development in the field of intelligent manufacturing. In the first half of this year, the government issued two important documents to promote the development of 3D printing industry.
At a news conference during the Expo, Bill O'Neill, Director of Cambridge Industrial Photonics Center, pointed out that 3D printing technology has been in existence for more than 30 years. But problems in adapting it to practical applications meant that for a long time it had remained an interesting phenomenon of limited commercial use.
Luo Jun confirmed the problem: ""Although 3D printing could be used on a wide range of products, it was not a commercially viable substitute for existing production methods as it was not suitable for mass production. We lacked a mature business model which could integrate 3D printing into industries like fashion, art, education, and training.""
Experts believe that the 3D printing must integrate with big data, cloud computing, networking, artificial intelligence, digital control technology and other advanced technologies. Ian Gibson, Professor of Machine Design at Deakin University in Australia, also pointed out that 3D printing has great potential in niche segments of major industries such as automobile production, aerospace, and biotechnology.
Following the Second World Conference & Expo of 3D printing in Qingdao in 2014 , the China Innovation Center of 3D Printing, the 3D Printing Research Institute, and several companies involved in online 3D printing set up in Qingdao's National High-tech Zone. They will be fully open in late June this year, providing a solid cluster as a base for the development of the 3D printing industry.
The article is edited and translated from?3D??????????????????300???, source: China News, author: Pang Wuji, Xu Yangyi",'% artificial intelligence%'
172,peopleschina,2015-06-30 00:00:00.000000,2015,http://en.people.cn/n/2015/0630/c98649-8913112.html,"Brain science and brain-like intelligence have become a hot issue in the world in recent years. While the U.S. and EU have launched their own relevant research programs, the Chinese government also places great importance on brain study, and China's brain project will be started, a report on People's Daily said, on Monday.
The traditional intelligence technology now can hardly meet the requirements of the vast amounts of complex information processing in the modern information society. With the development of brain cognition and neuroscience, academics realized that intelligence technology can draw inspiration from brain science and neuroscience in order to develop new theories and methods to improve the machine intelligence level.
According to Zheng Nanning, an academician at Chinese Academy of Engineering, brain-computing is one of the major challenges the scientific community faces in this century. It is a ""big issue"" that draws much concern from the computer science and artificial intelligence fields.
Tan Tieniu, an academician at Chinese Academy of Sciences, stressed that brain-like intelligence research has become a strategic behavior of the major developed countries. China should accelerate and promote its artificial intelligence development and seize the high ground for this new industrial revolution.
Experts pointed out that the deep integration of brain science and intelligence technology will greatly promote the breakthroughs and development of brain-like intelligence research, lead the future direction of artificial intelligence development, reshape a country's industry, military, and service structure, and become an important manifestation of a nation's core competitiveness.
This article was edited and translated from ?""?????""?????, source: People's Daily.",'% artificial intelligence%'
173,peopleschina,2015-06-29 00:00:00.000000,2015,http://en.people.cn/n/2015/0629/c98649-8912583.html,"The Chinese government is committed to promoting the integration of the Internet and industries while encouraging mass entrepreneurship and innovation.
An Internet plus guideline was approved at a State Council executive meeting on Wednesday. It maps development targets and supportive measures for sectors which the cabinet hopes can establish new industrial modes, such as agriculture, energy, finance, public services, logistics, e-commerce, traffic, biology and artificial intelligence.
China's economy has faced serous downward pressure since the beginning of this year. However, at the 3rd round table summit of the Global CEO Council held in early June, Premier Li Keqiang reassured global CEOs that China is capable of maintaining an economic growth rate of around 7%.
Innovation and entrepreneurship were proposed as new engines of China's economic growth in the report on government work in March, 2015. The following months saw further policies to ignite this engine. In the month of June alone, the State Council convened four executive meetings on innovation and entrepreneurship. For each meeting, the State Council released new policies promoting innovation and entrepreneurship.
In an interview by Shanghai Securities News, Zhang Jun at Morgan Stanley Huaxin Securities said that the integration of Internet and traditional industries will bring reform and innovation to many existing models and inject traditional industries with a new vitality. Zhang added that the de-centralization of the Internet will offer the public an open and equal platform beneficial to the development of startups and innovation in the economy.",'% artificial intelligence%'
174,peopleschina,2016-06-22 00:00:00.000000,2016,http://en.people.cn/n3/2016/0622/c98649-9075886.html,"A space robot. (Photo/Xinhua)
China has clarified its development roadmap for space robot technologies, secretary-general of China National Space Administration Tian Yulong said at the 13th International Symposium on Artificial Intelligence, Robotics and Automation in Space (i-SAIRAS 2016) held in Beijing on June 20, 2016.
The symposium is devoted to the technologies of Artificial Intelligence, Automation and Robotics and their application in space. Officials and experts from over ten countries including the U.S., Germany, Japan and Canada participated in the meeting.
Tian Yulong, chief engineer of the State Administration of Science, Technology and Industry for National Defense and secretary-general of China National Space Administration, introduced when delivering the keynote speech that China has worked out its space robot development roadmap. Space robots will have a wide application prospects for in-orbit services, space exploration and deep space detection systems.
The development of space robot technology will further promote the sustainable development of China’s space program, as well as innovations in the technological field, international cooperation, and improvement of relevant laws and regulations. In the future, China will tackle problems in key technologies related to in-orbit service robots, moon and deep space detection robots, space environmental governance robots and other fields, so as to enhance China’s space robot technologies to a level that is advanced worldwide.",'% artificial intelligence%'
175,peopleschina,2016-06-06 00:00:00.000000,2016,http://en.people.cn/n3/2016/0606/c202936-9068503.html,"A photo shows a match between Ke Jie and Lee Sedol in east China's Jiangsu Province on January 4, 2016. [Photo: Xinhua]
19 year-old Chinese Go player, Ke Jie, will most likely face Google's AlphaGo computer before the end of the year.
The news was released by Yang Junan, Secretary General of the International Go Federation during a news conference for the 37th World Amateur Go Championship, held on Saturday.
He also revealed that the China Go Association has been in contact with the Google team behind AlphaGo, and the two parties have been actively working on preparations for the match.
Ke expressed his keenness to pit his skills against AlphaGo earlier this year after the match between AlphaGo and Lee Sedol, a leading South Korean Go player.
During that match, AlphaGo beat Lee Sedol by 4 games to 1, the first time that an Artificial Intelligence (AI) had beaten a human world champion at the popular Chinese game, generally regarded as the last bastion of human supremacy over computers.",'% artificial intelligence%'
176,peopleschina,2015-04-24 00:00:00.000000,2015,http://en.people.cn/n/2015/0424/c98649-8883246.html,"A robot that can speak many languages, do translation work and conduct interviews made a stunning debut at the tenth annual meeting of China's electronic information technology, held in Beijing on April 19, 2015.
The robot, named ""Xiaodu"", helped the host interview foreign guests. Its accurate, fast and fluent translation surprised all the attendees.
Baidu's leading translation technology has perfectly combined machine translation and speech recognition, thus endowing Xiaodu with powerful multilingual translation skills.
The “Big-data based core technology and industrialization of Internet machine translation” project, developed by Baidu, the Institute of Automation of Chinese Academy of Sciences, Zhejiang University, Harbin Institute of Technology, the Institute of Computing Technology of Chinese Academy of Sciences, and Tsinghua University, won the first prize for progress in science and technology at the event.
The project represents a huge breakthrough in mass translation knowledge acquisition, translation models, and multilingual translation technology, and has won high praise from many well-known global scholars in artificial intelligence and the computer translation field.
The achievements of this award-winning project will be applied to ""Baidu translation"" and more than 7000 companies and third-party applications, which will further stimulate and promote the development of related industries.
This article was edited and translated from ?????????????????, source: Science and Technology Daily.",'% artificial intelligence%'
177,peopleschina,2014-07-06 00:00:00.000000,2014,http://en.people.cn/n/2014/0706/c90883-8751443.html,"China and South Korea see great potential for cooperation in the internet sector as the two nations shares the common ground of technology innovation, said Robin Li (Li Yanhong), chairman and chief executive officer of China's search engine giant Baidu in an exclusive interview with Xinhua on Friday.
""China is a large market and South Korea's close neighbor. Most of their enterprises have a strong willingness to work with China. I also got some first-hand impression on their influence and achievements during my visit to South Korea this time,"" said Li.
Li was one of the 250 business executives followed Chinese President Xi Jinping's official visit to South Korea. This is the biggest ever foreign business delegation to South Korea, according to the Korea Chamber of Commerce.
Li is popular among South Korea's business circle. Oh Young-ho, CEO of South Korea Trade-Investment Promotion Agency (KOTRA), the country's state-funded trade and investment promotion organization, has arranged a closed-door meeting with Li on Friday, talking about future cooperation.
Li attributed Baidu's fame in South Korea to its commitment in technology innovation. From the core hyperlink analysis technology to the emerging Artificial Intelligence and learning technology, Baidu is always regarded technology innovation as its fundamental of living and development, he said.
""We should be proud that China and South Korea are two among four countries around world that have core search engine technology,"" said Li, mentioning South Korea's top search engine Naver.
The Asian internet market, represented by China and South Korea, has acquired competitive advantages through on-going technology innovation in recent years, boosting the development of relevant industry, said Li.
The new technology and products are gradually shifting to Asia, making it a new hub of technology innovation around the world, he added.
Since the 1970s, the United States has been branded as a hub of the global internet development, cultivating most of the technology and products innovation because of its largest internet users and best technological engineers. It also leads the internet resources and rules-making.
""But now things are different,"" said Li, adding that China, with its 600 million netizens, is ranked as the world's No.1 internet market, while South Korea features world's leading rates for mobile internet and broadband and internet speed.
""The combination of a large internet market and a market with advanced infrastructure will give us infinite imagination,"" said Li.
""The alliance will enable China and South Korea to enjoy more opportunities than the U.S., facing new demands from users earlier and seizing new chances results from these demands.""
Baidu and South Korea-based electronics giant Samsung have cooperated closely on technology fields. Samsung mobiles' photo album has applied ""Baidu Cloud"", while Baidu's voice technology makes Samsung Gear's fluent man-machine conversation possible.
""At present, Samsung mobile still keeps the largest market share in China. As Baidu also values the mobile market in recent years, the two sides still share many common interests,"" said Li, adding that Baidu's software advantages and Samsung's hardware tradition will enable a considerable scope for collaboration in future.
Baidu also started to work with South Korea's entertainment industry. Li said Baidu has signed MoU with South Korea's S.M. Entertainment earlier this year, in charge of S.M.'s official music and video authorization in Chinese mainland.
""Baidu Tieba"", the online community integrated with the search engine, ""Baidu Music"", ""Baidu Video"" and other platform products will seek deep cooperation with S.M. on market promotion, jointly producing TV programs and other fields, supplying online promoting platform for S.M.'s K-pop stars.
Baidu Tieba has more than 20 million active K-pop fans, accounting for 40 percent of South Korea's population.
""An old Chinese proverb says that if two people unite as one, their strength is powerful enough to cut metal, which can be used to describe the future of China and South Korea's cooperation in the field of internet,"" said Li.",'% artificial intelligence%'
178,peopleschina,2015-05-19 00:00:00.000000,2015,http://en.people.cn/business/n/2015/0519/c90778-8894521.html,"(Global Times) 15:46, May 19, 2015
Event focusing on local high-tech industries
The 9th Central China Investment and Trade Expo opened on Monday, with delegations from various provinces hoping to strike deals that could boost economic development in the country's inland regions.
Running until Wednesday, the event, also known as Expo Central China 2015, is being held in Wuhan, capital of Central China's Hubei Province, and is designed to promote investment in six provinces - Hubei, North China's Shanxi, East China's Anhui and Jiangxi, and Central China's Henan and Hunan.
According to information posted on the Hubei provincial government website, some other cities and provinces in the ""Jing-Jin-Ji"" region - short for Beijing, Tianjin and Hebei - as well as those along the route of the ""One Belt, One Road"" initiative are also participating in the event.
The local governments of Northeast China's Jilin Province and Southwest China's Tibet Autonomous Region have also sent delegations to the expo.
""The event is a good opportunity for local authorities to present their advantages and seek suitable partners to push the transformation and upgrading of their local industries,"" Bai Ming, a research fellow at the Chinese Academy of International Trade and Economic Cooperation, told the Global Times Monday.
More than 100 large-sized domestic companies and 192 delegations from overseas chambers of commerce, enterprises and associations are participating in the expo, including representatives of industries such as finance, logistics, tourism and e-commerce, according to information on the Hubei government website.
As the host province, Hubei on Monday launched a list of local projects, involving investment totaling 2.35 trillion yuan ($378.8 billion).
Bai noted that Hubei has advantages in high-tech and emerging industries thanks to a steady supply of graduates from local universities.
Ahead of the opening of the event, the Hubei government on Sunday signed a partnership deal with China Minsheng Investment Corp (CMIC) and signed a cooperation memorandum with the Taiwan Electrical and Electronic Manufacturers' Association (TEEMA) to push forward the transformation and upgrading of local private enterprises, according to a statement posted on the Hubei Provincial Development and Reform Commission's website.
CMIC is expected to help develop Hubei's new-energy and optoelectronic industries, while TEEMA Chairman Guo Tai-chiang was quoted by the statement as saying that the association's member companies will strengthen ties with enterprises in Hubei.
The Hubei government also said in the statement that it intends to set up a partnership with e-commerce giant Alibaba Group to promote cross-border e-commerce and rural e-commerce in the province.
Other provinces are also trying to promote various businesses during the expo.
For instance, the delegation from Anhui is focusing on sectors like new-energy vehicles and artificial intelligence, while Shanxi is concentrating on solar-powered vehicles and drones, according to a report Sunday by cnhubei.com, the news portal of local newspaper the Hubei Daily.
""Finding their own distinct areas of strength is important, as it can help with collaborative development and avoid repeated construction in Central China,"" Xu Hongcai, director of the Department of Information under the China Center for International Economic Exchanges, told the Global Times Monday.
In addition, provinces should take advantage of the ""One Belt, One Road"" initiative and the Yangtze River economic belt strategy to make themselves more appealing to investors, said Xu.
The Central China Investment and Trade Expo has been held every year - apart from 2014 - since 2006, as part of the central government's efforts to boost development in Central China.
A ""Rise of Central China"" strategy was put forward by the central government in 2004, aiming to realize more balanced development and enable central regions to catch up with eastern coastal areas.
In March 2015, the State Council, China's cabinet, unveiled a plan to develop city clusters along the Yangtze River, mainly consisting of cities in Hubei, Hunan and Jiangxi provinces, in order to create a new economic growth engine.
The country also started creating an economic belt along the Yangtze River in 2014.
The government's continued emphasis on developing Central China has already made the region an attractive place for investors in China and from abroad.
Since 2006, the expo has attracted more than $130 billion in overseas investment in total, according to a report by the Hubei Daily in early May.
A total of 292 projects are expected to be signed during this year's event, amounting to 394.4 billion yuan, of which 293.7 billion yuan is set to come from foreign investors, the Hubei Daily reported on Monday.
Apart from potential policy support, the greater abundance of low-cost labor in Central China compared to eastern areas is also something that appeals to investors, said Bai.",'% artificial intelligence%'
0,peopleschina,2014-11-06 00:00:00.000000,2014,http://en.people.cn/n/2014/1106/c98649-8805265.html,"In the first half of 2014, the EU launched the world's biggest civilian robot research and development plan, with total investment of 2.8 billion Euros. Last year, the US released its robot development plan and roadmap, which focuses on developing new generation robots that can work closely with human beings. South Korea also issued its second five year plan on developing intelligent robots. Robots have become an important growth point of the new industrial revolution, and will exert significant influence over the global manufacturing industry.
According to information released by the Ministry of Science and Technology, after nearly 30 years work, China's robot research and development chain, extending from basic research for applications to industrialized production, is now in place. The industrial robot and service robot industry is taking shape.
Moreover, China's research and development of robots serving in special environments has made great progress. China has successfully developed its Autonomous Underwater Vehicle (AUV) capable of exploring the ocean down to 6,000 meters, a long-voyage underwater robot, an underwater vehicle designed for maximum dive depth of 7000 meters (Jiaolong), and the Remote Operated Vehicle (ROV). These achievements have laid a solid foundation for the research into and large-scale application of robots. China's self-developed operating maintenance robots for multiple types of nuclear reactors have been brought into service. Several types of robots designed for disaster relief, public security and other fields have entered the pilot stage.
China's robot industry offers huge prospects for growth. In recent years, the number of newly installed industrial robots has increased by 30 percent annually. According to statistics released by China Robot Industry Alliance, 37,000 industrial robots were sold in China in 2013, ranking the Chinese market first in the world. Assuming that China has a total of 100 million industrial workers, by 2020, China is expected to have installed 1.3 million robots to meet the average level of 150 robots per 10,000 workers; and by 2030, China is expected to have installed 2.5 million robots to meet the developed level of 250 robots per 10,000 workers.
Cai Hegao, academician of Chinese Academy of Engineering, said: ""We can't give up China's robot market to foreign suppliers. We need to develop our own technologies and occupy the market with self-developed robots.""
The article is edited and translated from?????????????, source: Economic Daily, author: Dong Bijuan.",'% robot%'
1,peopleschina,2014-11-01 00:00:00.000000,2014,http://en.people.cn/business/n/2014/1101/c90778-8803090.html,"SHENYANG, Nov. 1 -- China and Germany have joined hands in building an industrial park to bolster technological upgrades in China's industry-intensive northeast.
Located in Shenyang, capital of Liaoning Province, the 120-square-km park will be home to a host of industries such as assembling, automobiles, chemistry, medicine and electronics.
Aiming to enhance cooperation and exchanges, the move will help boost technological upgrade in northeast China, with both parties focusing on emerging sectors of high-end machine tools, robotics, 3D printing and others, said Yan Bingzhe, a local official in Shenyang.
Amid growing bilateral relations, trade between China and Germany is closer than ever. By the end of 2013, some 400 German enterprises have opened branches in Liaoning, creating 2.1 billion U.S. dollars worth of foreign capital.",'% robot%'
2,peopleschina,2014-11-26 00:00:00.000000,2014,http://en.people.cn/n/2014/1126/c202936-8814220.html,"Those whom machines cannot replace have most at stake
For decades, people have been predicting how the rise of advanced computing and robotic technologies will affect our lives. On one side, there are warnings that robots will displace humans in the economy, destroying livelihoods, especially for low-skill workers. Others look forward to the vast economic opportunities that robots will present, claiming, for example, that they will improve productivity or take on undesirable jobs. The venture capitalist Peter Thiel, who recently joined the debate, falls into the latter camp, asserting that robots will save us from a future of high prices and low wages.
Figuring out which side is right requires, first and foremost, an understanding of the six ways that humans have historically created value: through our legs, our fingers, our mouths, our brains, our smiles and our minds. Our legs and other large muscles move things to where we need them to be, so our fingers can rearrange them into useful patterns. Our brains regulate routine activities, keeping the leg- and finger-work on track. Our mouths - indeed, our words, whether spoken or written - enable us to inform and entertain one another. Our smiles help us to connect with others, ensuring that we pull roughly in the same direction. Finally, our minds - our curiosity and creativity - identify and resolve important and interesting challenges.
Thiel, for his part, refutes the argument - often made by robot doomsayers - that the impact of artificial intelligence and advanced robotics on the labor force will mirror globalization's impact on advanced-country workers. Globalization hurt lower-skill workers in places like the US, as it enabled people from faraway countries to compete for the leg-and-finger positions in the global division of labor. Given that these new competitors demanded lower wages, they were the obvious choice for many companies.
According to Thiel, the key difference between this phenomenon and the rise of robots lies in consumption. Developing-country workers took advantage of the bargaining power that globalization afforded them to gain resources for their own consumption. Computers and robots, by contrast, do not consume anything except electricity, even as they complete leg, finger, and even brain activities faster and more efficiently than humans would.
Here, Thiel offers an example from his experience as CEO of PayPal. Instead of having humans scrutinize every item in every batch of 1,000,000 transactions for indications of fraud, PayPal's computers can approve the obviously legitimate transactions, and pass on the 1,000 or so that could be fraudulent for thoughtful consideration by a human. One worker and a computer system can thus do what PayPal would have had to hire 1,000 workers to do a generation ago. Given that the computer system does not need things like food, that thousand-fold increase in productivity will redound entirely to the benefit of the middle class.
Put another way, globalization lowered the wages of low-skill advanced-country workers because others would perform their jobs more cheaply, and then consume the value that they had created. Computers mean that higher-skill workers - and the lower-skill workers who remain to oversee the large robotic factories and warehouses - can spend their time on more valuable activities, assisted by computers that demand little.
Thiel's argument may be correct. But it is far from airtight.
In fact, Thiel seems to be running into the old diamonds-and-water paradox - water is essential, but costs nothing, whereas diamonds are virtually useless, but extremely expensive - albeit in a sophisticated and subtle way. The paradox exists because, in a market economy, the value of water is set not by the total usefulness of water (infinite) or by the average usefulness of water (very large), but by the marginal value of the last drop of water consumed (very low).
Similarly, the wages and salaries of low- and high-skill workers in the robot-computer economy of the future will not be determined by the (very high) productivity of the one lower-skill worker ensuring that all of the robots are in their places or the one high-skill worker reprogramming the software. Instead, compensation will reflect what workers outside the highly productive computer-robot economy are creating and earning.
The newly industrialized city of Manchester had the highest level of labor productivity the world had ever seen. But the factory workers' wages were set not by their extraordinary productivity, but by what they would earn if they returned to the potato fields of pre-famine Ireland.
So the question is not whether robots and computers will make human labor in the goods, high-tech services, and information-producing sectors infinitely more productive. They will. What really matters is whether the jobs outside of the robot-computer economy - jobs involving people's mouths, smiles, and minds - remain valuable and in high demand.
From 1850 to 1970 or so, rapid technological progress first triggered wage increases in line with productivity gains. Then came the protracted process of income-distribution equalization, as machines, installed to substitute for human legs, and fingers created more jobs in machine-minding, which used human brains and mouths, than it destroyed in sectors requiring routine muscle power or dexterity work. And rising real incomes increased leisure time, thereby boosting demand for smiles and the products of minds.
Will the same occur when machines take over routine brainwork? Maybe. But it is far from being a safe bet on which to rest an entire argument, as Thiel has.
(For the latest China news, please follow @PDChina on Twitter at http://www.twitter.com/PDChina and @PeoplesDaily on Facebook at http://www.facebook.com/PeoplesDaily)",'% robot%'
3,peopleschina,2014-11-27 00:00:00.000000,2014,http://en.people.cn/n/2014/1127/c202936-8815164.html,"SINGAPORE, Nov. 27 -- A Singapore restaurant is thinking of launching autonomous flying robots to do some waiters' work in one of its outlets by the end of next year, local media reported on Thursday.
The autonomous flying robotic waiters, known as Infinium-Serve, will be first launched at an outlet of Timbre Group. Local broadcaster Channel NewsAsia said it is believed to be the world's first commercial attempt.
Infinium Robotics and Timbre Group signed a memorandum of understanding in October. Both companies are seeking productivity- related government grants to help offset deployment costs.
Infinium Robotics Chief Executive Officer Woon Junyang said the project is estimated to cost a ""low seven-figure sum"" for the five outlets, subject to final negotiations and certain variables.
The company has showcased a prototype of Infinium-Serve to Prime Minister Lee Hsien Loong at the inaugural launch of the National Productivity Month in early October.
Woon said he is confident that such robotic solutions will help alleviate the labor crunch in Singapore. It would help take away mundane tasks of serving food and drinks, and allow human waiters to focus on higher-value tasks such as getting feedback from customers, he said.
""It will result in an enhanced dining experience which will eventually lead to increased sales and revenue for the restaurants, "" he added.",'% robot%'
4,peopleschina,2017-08-23 00:00:00.000000,2017,http://en.people.cn/n3/2017/0823/c202936-9259295.html,"CGTN photo
Wearable body sensors are becoming the latest ""must-have"" technology. Now scientists from the Tsinghua University in China report they are using silk to develop a more sensitive and flexible device that could monitor a slew of body functions in real time.
Body sensors, which are usually made with semiconductors, have shown great potential for monitoring human health. But they have limitations. For instance, strain sensors, which measure changes in force, cannot be highly sensitive and highly stretchable at the same time.
Using spider silk to detect molecules/EPFL news Photo
Silk, a natural fiber that is stronger than steel and more flexible than nylon, could overcome these problems, according to a new report by Science Daily.
""Silk is the ideal material for fabricating sensors that are worn on the body,"" said Ph D Yingying Zhang, who led the research.
At the same time, the material is also lightweight and bio-compatible.
""One possibility is to be used as an integrated wireless system that would allow doctors to more easily monitor patients remotely so that they can respond to their medical needs more rapidly than ever before,"" Zhang said.
However, this material doesn't conduct electricity very well. To address this challenge, researchers tried two methods to boost the conductivity of silk so that it could be successfully be used in body-sensing devices.
Silk sensors could speed development of new infrastructure, aerospace and consumer materials /Phys.org Photo
In one method, researchers treated silk in an inert gas environment with temperatures ranging from 1,112 degrees to 5,432 degrees Fahrenheit. Consequently, the silk became infused with N-doped carbon with some graphitized particles, which is electrically conductive. Based on this theory, researchers have developed different sensor product, including strain sensors, pressure sensors and a dual-mode sensor, all of which are capable of measuring temperature and pressure at the same time.
In the other method, the team fed either carbon nanotubes or graphene to silkworms. Some of these nanoparticles were naturally added into the silk produced by the worms. Though this method has not produced electrically conductive fibers so far, researchers are still experimenting with it. It could be used to build more practical robots that need to be more sensitive to touch and temperature and can even differentiate between people's voices, researchers said.",'% robot%'
5,peopleschina,2017-08-23 00:00:00.000000,2017,http://en.people.cn/n3/2017/0823/c90000-9259335.html,"(file photo)
Beijing declared its strategic vision of building a global innovation center for the robot industry by 2025 at the ongoing 2017 World Robot Conference (WRC).
The WRC, a feast for both tech geeks and general visitors, kicked off on Aug. 23 in Beijing.
China is transiting from a major market of robot applications to an innovation base for the industry.
Sales volume of industrial robots in China has seen an average annual growth of 35% in recent years. A total of 72,000 industrial robots have been produced by the country in 2016, accounting for a quarter of the world's total.
In addition, China is now leading the world in terms of voice and image recognition technologies, and has made major breakthroughs in the development of key components, such as controllers, servomotors, and precise reducers.
As the hotbed of China's cutting-edge information technologies, Beijing has its advantages in the development of the robot industry. In 2016, the city's revenue of software and information service industries totaled 728.76 billion yuan. Meanwhile, Beijing is also home to more than 240 AI enterprises, with 7,841 patents.
Beijing will take two steps to achieve its strategic vision. By 2020, the capital will have established 10 leading industry enterprises, 10 research and innovation centers, and 10 major industrial robot projects, raising revenue by 12 to 15 billion yuan.
For the second step, the city plans to forge a world-leading system of robotic technology synergy innovation, and complete the construction of the innovation center before 2025.",'% robot%'
6,peopleschina,2017-08-23 00:00:00.000000,2017,http://en.people.cn/n3/2017/0823/c90000-9259337.html,"The World Robot Conference 2017 kicked off in Beijing on Wednesday with the theme ""Win-Win Collaborative Innovation toward the Building of an Intelligent Society."" Leading global robotics companies are attending the event to showcase their cutting-edge achievements and products. A forum, expo, and robot contest will be held during the five-day conference.",'% robot%'
7,peopleschina,2017-08-15 00:00:00.000000,2017,http://en.people.cn/n3/2017/0815/c90000-9255579.html,"(Photo/thePaper.cn)
The first AI Challengers' International Games were introduced on August 14 by three innovative Chinese companies including Sinovation Ventures, the early stage venture capital firm. Thepaper.cn reported that prizes for the competition are 2 million yuan.
The campaign includes five competitions, namely English-Chinese simultaneous interpretation, English-Chinese machine translation, scene classification, human skeletal system key point detection and image captioning in Chinese.
From September 4, competitors will have free access to massive data including 10 million English-Chinese language pairs, more than 300,000 images with Chinese captions, and so on. The competition lasts till mid-December.
Having free access to massive data was hard to imagine three decades ago. AI Challengers' Games is committed to providing massive datasets and professional guidance by academia and AI industrial experts. Kai-Fu Lee, founder and CEO of Sinovation Ventures, one of the three initiating companies, said they will also help top talents to grow.
Over 10 million yuan will be invested in the next three years to build China's largest datasets for scientific studies and a world-class competition platform. Larger scale high quality datasets will cover various AI industries such as automatic driving, smart healthcare, smart finance and robot.",'% robot%'
8,peopleschina,2017-08-05 00:00:00.000000,2017,http://en.people.cn/n3/2017/0805/c90000-9251373.html,"Purchases, public services grow as number of netizens surges anew
China's internet has seen rapid developments in online purchases and public services over the past two years and will continue to benefit from the two areas, a national internet authority said on Friday.
A report released by the China Internet Network Information Center said China had 751 million netizens by the end of June — 19.92 million more than the number in December.
Of the netizens, 514 million used online platforms for purchases, a 10.2 percent increase compared with the figure at the end of last year, the report said.
""Netizens can not only buy food and clothes online, but also intelligent products, such as sweeping robots and dishwashing machines,"" said Zhang Xiao, deputy director of the center, which issues the report every six months.
""Our choices while shopping online have been more diversified,"" she said, adding that the way of purchasing online has also extended from big cities to rural areas, stimulating e-commercial development in villages.
As online purchases increase, the number of netizens using the internet to serve their daily lives, such as those ordering takeout food or paying water fees online, has been booming, the report said.
By the end of June, for example, 295 million netizens had ordered takeout meals online, which was 86.78 million more than in December, it said, adding that 274 million of those had ordered food via mobile phones.
""About seven years ago, online games were main forces to push internet development. But now, the impetus has become public services,"" said Liu Xin, deputy director of the center's internet research department.
""The internet is not only a stage to search news and information, it has also been a major platform to improve our consumption as well as an effective way to serve our daily lives,"" he said. ""The change has been significant over the past two years.""
He added that online purchasing and public services will continue contributing to cyberspace growth. He estimated that online entertainment, including livestreaming, will bring new economic growth to the internet.
Kong Yiying, 29, a resident of Guangzhou, Guangdong province, said she spends more than six hours daily online for purchases, and the monthly expense is about 5,000 yuan ($745).
""I can buy what I want online, and it's very fast and convenient. I purchase baby diapers in the morning, and my son can wear them in the afternoon,"" she said.
""I prefer online shopping because I'm not familiar with Guangzhou. I just came to the city two years ago when I got married,"" she said, adding that young people have not been the main driving force of online purchases.
""My mom has also joined this online shopping spree and enjoyed it. I taught her, and we shared our shopping experience,"" she said.
Cheng Si contributed to this story.",'% robot%'
